pid,semitic_codes
2862,"[49, 46, 40]"
2863,"[1, 19, 41]"
2864,"[9, 50, 1]"
2865,"[62, 51, 33]"
2866,"[62, 55, 13]"
2867,"[62, 1, 32]"
2868,"[52, 10, 52]"
2869,"[62, 28, 34]"
2870,"[1, 58, 37]"
2871,"[62, 57, 57]"
2872,"[62, 31, 56]"
2873,"[62, 12, 25]"
2874,"[60, 29, 12]"
2875,"[62, 16, 63]"
2876,"[57, 52, 50]"
2877,"[45, 40, 8]"
2878,"[62, 43, 15]"
2879,"[57, 8, 41]"
2880,"[62, 14, 61]"
2881,"[62, 33, 57]"
2882,"[52, 62, 31]"
2883,"[62, 16, 22]"
2884,"[20, 35, 10]"
2885,"[1, 2, 30]"
2886,"[62, 8, 43]"
2887,"[62, 49, 0]"
2888,"[1, 52, 19]"
2889,"[52, 10, 18]"
2890,"[62, 62, 2]"
2891,"[45, 40, 16]"
2892,"[62, 63, 44]"
2893,"[62, 42, 38]"
2894,"[62, 27, 37]"
2895,"[62, 19, 12]"
2896,"[9, 24, 9]"
2897,"[62, 36, 25]"
2898,"[25, 13, 43]"
2899,"[52, 46, 30]"
2900,"[7, 21, 38]"
2901,"[62, 36, 7]"
2902,"[9, 37, 55]"
2903,"[52, 47, 31]"
2904,"[33, 6, 52]"
2905,"[62, 37, 38]"
2906,"[48, 41, 27]"
2907,"[52, 20, 17]"
2908,"[62, 34, 21]"
2909,"[62, 60, 16]"
2910,"[62, 47, 5]"
2911,"[10, 61, 36]"
2912,"[62, 6, 8]"
2913,"[0, 2, 53]"
2914,"[57, 45, 35]"
2915,"[62, 32, 57]"
2916,"[52, 15, 23]"
2917,"[62, 51, 33]"
2918,"[62, 34, 62]"
2919,"[46, 54, 36]"
2920,"[62, 29, 8]"
2921,"[12, 5, 51]"
2922,"[35, 4, 58]"
2923,"[9, 24, 47]"
2924,"[7, 38, 21]"
2925,"[62, 32, 63]"
2926,"[62, 55, 24]"
2927,"[62, 0, 42]"
2928,"[12, 5, 31]"
2929,"[42, 35, 61]"
2930,"[52, 35, 10]"
2931,"[0, 14, 36]"
2932,"[62, 33, 14]"
2933,"[57, 23, 39]"
2934,"[8, 37, 35]"
2935,"[52, 13, 46]"
2936,"[62, 38, 34]"
2937,"[42, 50, 54]"
2938,"[60, 9, 63]"
2939,"[62, 49, 0]"
2940,"[62, 22, 42]"
2941,"[21, 30, 11]"
2942,"[52, 26, 18]"
2943,"[7, 22, 3]"
2944,"[62, 55, 27]"
2945,"[62, 42, 13]"
2946,"[0, 49, 53]"
2947,"[14, 35, 26]"
2948,"[52, 47, 41]"
2949,"[35, 37, 55]"
2950,"[42, 22, 61]"
2951,"[29, 3, 49]"
2952,"[1, 0, 11]"
2953,"[62, 40, 2]"
2954,"[62, 23, 42]"
2955,"[62, 7, 60]"
2956,"[62, 58, 0]"
2957,"[62, 33, 15]"
2958,"[1, 19, 16]"
2959,"[52, 13, 53]"
2960,"[52, 13, 54]"
2961,"[19, 50, 61]"
2962,"[10, 29, 58]"
2963,"[62, 57, 28]"
2964,"[62, 9, 51]"
2965,"[52, 22, 47]"
2966,"[48, 42, 28]"
2967,"[21, 48, 59]"
2968,"[17, 17, 48]"
2969,"[38, 48, 5]"
2970,"[62, 30, 36]"
2971,"[62, 45, 43]"
2972,"[1, 12, 25]"
2973,"[45, 53, 39]"
2974,"[46, 54, 9]"
2975,"[62, 27, 62]"
2976,"[62, 63, 0]"
2977,"[13, 11, 29]"
2978,"[62, 46, 37]"
2979,"[62, 16, 22]"
2980,"[36, 4, 46]"
2981,"[49, 28, 11]"
2982,"[62, 20, 10]"
2983,"[52, 47, 2]"
2984,"[4, 41, 18]"
2985,"[1, 16, 33]"
2986,"[45, 51, 35]"
2987,"[36, 15, 20]"
2988,"[62, 1, 37]"
2989,"[46, 3, 52]"
2990,"[13, 38, 29]"
2991,"[13, 61, 58]"
2992,"[13, 53, 5]"
2993,"[5, 6, 40]"
2994,"[23, 30, 46]"
2995,"[62, 49, 0]"
2996,"[42, 19, 31]"
2997,"[8, 39, 55]"
2998,"[8, 35, 51]"
2999,"[52, 62, 17]"
3000,"[62, 43, 56]"
3001,"[52, 15, 54]"
3002,"[41, 38, 38]"
3003,"[39, 39, 58]"
3004,"[45, 52, 4]"
3005,"[45, 40, 63]"
3006,"[62, 57, 19]"
3007,"[62, 5, 21]"
3008,"[27, 24, 59]"
3009,"[52, 28, 36]"
3010,"[62, 63, 42]"
3011,"[35, 50, 61]"
3012,"[62, 34, 22]"
3013,"[58, 56, 1]"
3014,"[62, 18, 50]"
3015,"[62, 33, 34]"
3016,"[2, 14, 18]"
3017,"[62, 36, 7]"
3018,"[42, 45, 32]"
3019,"[1, 58, 37]"
3020,"[27, 24, 4]"
3021,"[19, 21, 27]"
3022,"[19, 9, 49]"
3023,"[62, 55, 63]"
3024,"[62, 51, 33]"
3025,"[52, 44, 3]"
3026,"[62, 63, 15]"
3027,"[52, 44, 3]"
3028,"[62, 20, 14]"
3029,"[7, 60, 23]"
3030,"[52, 26, 10]"
3031,"[62, 14, 41]"
3032,"[62, 57, 59]"
3033,"[12, 43, 37]"
3034,"[3, 56, 43]"
3035,"[62, 0, 7]"
3036,"[40, 6, 6]"
3037,"[22, 25, 47]"
3038,"[21, 10, 8]"
3039,"[62, 59, 14]"
3040,"[62, 1, 21]"
3041,"[1, 2, 13]"
3042,"[52, 25, 6]"
3043,"[62, 36, 15]"
3044,"[36, 11, 9]"
3045,"[62, 60, 24]"
3046,"[45, 49, 39]"
3047,"[21, 31, 47]"
3048,"[3, 21, 57]"
3049,"[1, 18, 50]"
3050,"[52, 47, 31]"
3051,"[62, 31, 56]"
3052,"[15, 29, 12]"
3053,"[1, 59, 16]"
3054,"[61, 23, 38]"
3055,"[14, 26, 12]"
3056,"[46, 54, 45]"
3057,"[29, 27, 30]"
3058,"[17, 17, 52]"
3059,"[15, 61, 1]"
3060,"[62, 0, 44]"
3061,"[60, 52, 35]"
3062,"[9, 8, 35]"
3063,"[62, 33, 62]"
3064,"[62, 57, 19]"
3065,"[62, 7, 60]"
3066,"[1, 12, 25]"
3067,"[63, 21, 30]"
3068,"[62, 41, 38]"
3069,"[1, 2, 56]"
3070,"[21, 10, 8]"
3071,"[62, 32, 44]"
3072,"[15, 43, 2]"
3073,"[62, 36, 7]"
3074,"[62, 30, 62]"
3075,"[62, 48, 57]"
3076,"[62, 3, 31]"
3077,"[0, 10, 6]"
3078,"[52, 10, 18]"
3079,"[3, 62, 53]"
3080,"[46, 54, 52]"
3081,"[41, 3, 41]"
3082,"[52, 44, 26]"
3083,"[7, 60, 23]"
3084,"[62, 8, 42]"
3085,"[45, 41, 48]"
3086,"[62, 42, 39]"
3087,"[52, 4, 17]"
3088,"[62, 37, 8]"
3089,"[20, 31, 2]"
3090,"[1, 27, 63]"
3091,"[35, 9, 51]"
3092,"[52, 11, 47]"
3093,"[8, 39, 12]"
3094,"[62, 57, 59]"
3095,"[62, 0, 8]"
3096,"[62, 45, 0]"
3097,"[62, 0, 14]"
3098,"[52, 35, 10]"
3099,"[23, 23, 38]"
3100,"[49, 6, 40]"
3101,"[61, 25, 35]"
3102,"[52, 15, 46]"
3103,"[62, 42, 39]"
3104,"[62, 51, 33]"
3105,"[14, 3, 41]"
3106,"[1, 58, 21]"
3107,"[29, 56, 1]"
3108,"[62, 62, 22]"
3109,"[63, 32, 5]"
3110,"[61, 56, 1]"
3111,"[62, 16, 33]"
3112,"[1, 2, 32]"
3113,"[62, 33, 32]"
3114,"[52, 32, 18]"
3115,"[62, 55, 56]"
3116,"[12, 38, 21]"
3117,"[62, 63, 42]"
3118,"[62, 7, 60]"
3119,"[62, 60, 11]"
3120,"[29, 35, 50]"
3121,"[62, 8, 43]"
3122,"[1, 2, 56]"
3123,"[62, 27, 19]"
3124,"[10, 22, 20]"
3125,"[10, 29, 4]"
3126,"[10, 38, 6]"
3127,"[10, 22, 61]"
3128,"[10, 29, 36]"
3129,"[59, 17, 27]"
3130,"[53, 22, 61]"
3131,"[62, 16, 50]"
3132,"[14, 4, 29]"
3133,"[62, 18, 22]"
3134,"[14, 53, 5]"
3135,"[62, 20, 5]"
3136,"[5, 26, 49]"
3137,"[10, 19, 16]"
3138,"[10, 61, 48]"
3139,"[62, 49, 37]"
3140,"[20, 59, 13]"
3141,"[62, 58, 37]"
3142,"[62, 34, 15]"
3143,"[52, 13, 46]"
3144,"[1, 13, 52]"
3145,"[58, 47, 9]"
3146,"[8, 37, 35]"
3147,"[62, 46, 37]"
3148,"[62, 16, 34]"
3149,"[62, 5, 14]"
3150,"[0, 10, 10]"
3151,"[62, 34, 62]"
3152,"[1, 55, 16]"
3153,"[12, 14, 3]"
3154,"[62, 33, 39]"
3155,"[4, 50, 29]"
3156,"[9, 24, 55]"
3157,"[52, 48, 54]"
3158,"[60, 11, 12]"
3159,"[20, 31, 28]"
3160,"[13, 21, 58]"
3161,"[62, 51, 44]"
3162,"[42, 30, 11]"
3163,"[62, 20, 63]"
3164,"[62, 63, 43]"
3165,"[58, 41, 27]"
3166,"[22, 52, 47]"
3167,"[19, 39, 20]"
3168,"[10, 25, 58]"
3169,"[52, 44, 45]"
3170,"[62, 19, 15]"
3171,"[62, 36, 25]"
3172,"[21, 61, 53]"
3173,"[41, 24, 59]"
3174,"[62, 47, 57]"
3175,"[60, 40, 30]"
3176,"[5, 26, 49]"
3177,"[62, 51, 44]"
3178,"[49, 23, 38]"
3179,"[42, 40, 40]"
3180,"[62, 52, 57]"
3181,"[62, 12, 25]"
3182,"[60, 17, 45]"
3183,"[52, 15, 54]"
3184,"[26, 59, 9]"
3185,"[46, 54, 6]"
3186,"[38, 6, 36]"
3187,"[1, 12, 9]"
3188,"[63, 21, 30]"
3189,"[62, 1, 7]"
3190,"[62, 7, 60]"
3191,"[62, 43, 24]"
3192,"[62, 57, 59]"
3193,"[4, 28, 26]"
3194,"[58, 27, 3]"
3195,"[26, 45, 13]"
3196,"[52, 28, 17]"
3197,"[33, 53, 55]"
3198,"[62, 63, 43]"
3199,"[62, 18, 50]"
3200,"[62, 5, 21]"
3201,"[2, 41, 48]"
3202,"[28, 4, 38]"
3203,"[63, 40, 55]"
3204,"[61, 48, 53]"
3205,"[62, 55, 56]"
3206,"[13, 38, 29]"
3207,"[21, 10, 39]"
3208,"[62, 59, 16]"
3209,"[62, 43, 56]"
3210,"[1, 62, 40]"
3211,"[48, 14, 12]"
3212,"[62, 52, 26]"
3213,"[32, 1, 1]"
3214,"[26, 59, 59]"
3215,"[53, 38, 26]"
3216,"[52, 47, 31]"
3217,"[1, 16, 33]"
3218,"[62, 56, 41]"
3219,"[28, 29, 29]"
3220,"[20, 31, 36]"
3221,"[35, 15, 49]"
3222,"[62, 61, 20]"
3223,"[46, 54, 6]"
3224,"[62, 34, 15]"
3225,"[52, 44, 45]"
3226,"[52, 32, 61]"
3227,"[52, 46, 18]"
3228,"[52, 47, 5]"
3229,"[19, 39, 59]"
3230,"[28, 9, 46]"
3231,"[1, 49, 21]"
3232,"[62, 37, 8]"
3233,"[57, 18, 32]"
3234,"[51, 25, 39]"
3235,"[26, 20, 28]"
3236,"[48, 3, 27]"
3237,"[61, 54, 19]"
3238,"[63, 2, 24]"
3239,"[51, 53, 12]"
3240,"[62, 34, 22]"
3241,"[62, 57, 57]"
3242,"[42, 42, 42]"
3243,"[62, 36, 7]"
3244,"[62, 45, 16]"
3245,"[20, 31, 18]"
3246,"[62, 62, 32]"
3247,"[20, 11, 54]"
3248,"[62, 61, 30]"
3249,"[22, 50, 47]"
3250,"[20, 31, 4]"
3251,"[22, 27, 30]"
3252,"[52, 28, 36]"
3253,"[62, 44, 62]"
3254,"[7, 17, 23]"
3255,"[52, 8, 3]"
3256,"[62, 42, 42]"
3257,"[62, 5, 21]"
3258,"[25, 48, 48]"
3259,"[62, 23, 15]"
3260,"[52, 8, 43]"
3261,"[3, 22, 45]"
3262,"[52, 15, 53]"
3263,"[62, 21, 34]"
3264,"[48, 35, 50]"
3265,"[62, 26, 42]"
3266,"[22, 41, 10]"
3267,"[52, 55, 2]"
3268,"[46, 6, 52]"
3269,"[22, 17, 10]"
3270,"[62, 12, 25]"
3271,"[52, 10, 52]"
3272,"[8, 37, 35]"
3273,"[62, 63, 50]"
3274,"[62, 55, 56]"
3275,"[1, 58, 37]"
3276,"[62, 62, 22]"
3277,"[52, 8, 43]"
3278,"[62, 63, 44]"
3279,"[57, 45, 8]"
3280,"[48, 3, 27]"
3281,"[62, 43, 34]"
3282,"[62, 60, 23]"
3283,"[62, 33, 14]"
3284,"[22, 50, 61]"
3285,"[62, 37, 35]"
3286,"[62, 0, 8]"
3287,"[62, 20, 51]"
3288,"[10, 24, 9]"
3289,"[22, 61, 1]"
3290,"[4, 6, 13]"
3291,"[1, 7, 19]"
3292,"[62, 7, 60]"
3293,"[62, 33, 14]"
3294,"[62, 29, 8]"
3295,"[62, 63, 57]"
3296,"[33, 21, 28]"
3297,"[29, 30, 9]"
3298,"[4, 23, 60]"
3299,"[62, 5, 21]"
3300,"[62, 51, 63]"
3301,"[62, 27, 31]"
3302,"[1, 19, 6]"
3303,"[52, 30, 17]"
3304,"[62, 36, 22]"
3305,"[62, 56, 33]"
3306,"[5, 26, 49]"
3307,"[20, 31, 58]"
3308,"[62, 9, 51]"
3309,"[20, 31, 36]"
3310,"[20, 31, 28]"
3311,"[1, 60, 11]"
3312,"[52, 46, 47]"
3313,"[8, 52, 17]"
3314,"[62, 34, 62]"
3315,"[2, 35, 49]"
3316,"[52, 13, 4]"
3317,"[1, 58, 37]"
3318,"[5, 39, 13]"
3319,"[1, 12, 25]"
3320,"[1, 12, 7]"
3321,"[62, 16, 40]"
3322,"[62, 42, 17]"
3323,"[28, 28, 55]"
3324,"[23, 25, 38]"
3325,"[52, 32, 41]"
3326,"[62, 51, 63]"
3327,"[52, 47, 5]"
3328,"[1, 58, 62]"
3329,"[0, 62, 3]"
3330,"[62, 10, 38]"
3331,"[8, 1, 7]"
3332,"[41, 35, 29]"
3333,"[62, 63, 57]"
3334,"[10, 41, 50]"
3335,"[62, 45, 14]"
3336,"[62, 42, 14]"
3337,"[1, 2, 38]"
3338,"[62, 49, 0]"
3339,"[22, 17, 53]"
3340,"[62, 43, 56]"
3341,"[46, 61, 37]"
3342,"[57, 22, 41]"
3343,"[57, 8, 43]"
3344,"[46, 6, 52]"
3345,"[1, 27, 16]"
3346,"[60, 40, 45]"
3347,"[41, 41, 35]"
3348,"[58, 13, 9]"
3349,"[7, 9, 3]"
3350,"[62, 59, 32]"
3351,"[63, 47, 47]"
3352,"[4, 50, 29]"
3353,"[48, 50, 20]"
3354,"[62, 14, 44]"
3355,"[1, 36, 25]"
3356,"[38, 6, 36]"
3357,"[32, 1, 1]"
3358,"[21, 16, 60]"
3359,"[52, 28, 36]"
3360,"[52, 11, 61]"
3361,"[62, 18, 63]"
3362,"[1, 59, 40]"
3363,"[62, 46, 37]"
3364,"[62, 58, 60]"
3365,"[62, 35, 10]"
3366,"[62, 27, 32]"
3367,"[62, 37, 8]"
3368,"[62, 0, 7]"
3369,"[52, 28, 36]"
3370,"[52, 47, 31]"
3371,"[7, 60, 23]"
3372,"[17, 17, 28]"
3373,"[52, 42, 54]"
3374,"[36, 22, 16]"
3375,"[52, 15, 54]"
3376,"[35, 53, 58]"
3377,"[26, 60, 13]"
3378,"[0, 10, 29]"
3379,"[62, 52, 34]"
3380,"[48, 21, 20]"
3381,"[48, 4, 49]"
3382,"[8, 38, 18]"
3383,"[22, 19, 5]"
3384,"[49, 23, 6]"
3385,"[9, 26, 52]"
3386,"[62, 19, 31]"
3387,"[62, 44, 15]"
3388,"[9, 15, 9]"
3389,"[45, 7, 19]"
3390,"[62, 60, 10]"
3391,"[20, 31, 2]"
3392,"[60, 29, 48]"
3393,"[46, 62, 52]"
3394,"[35, 53, 4]"
3395,"[7, 30, 46]"
3396,"[21, 48, 30]"
3397,"[62, 42, 19]"
3398,"[46, 54, 6]"
3399,"[35, 56, 58]"
3400,"[20, 31, 2]"
3401,"[21, 10, 39]"
3402,"[45, 21, 55]"
3403,"[62, 20, 28]"
3404,"[62, 55, 56]"
3405,"[51, 40, 4]"
3406,"[46, 6, 35]"
3407,"[33, 13, 45]"
3408,"[25, 30, 46]"
3409,"[62, 49, 0]"
3410,"[62, 52, 22]"
3411,"[62, 51, 33]"
3412,"[61, 7, 21]"
3413,"[1, 12, 25]"
3414,"[62, 33, 34]"
3415,"[48, 25, 12]"
3416,"[62, 43, 24]"
3417,"[48, 39, 12]"
3418,"[62, 45, 51]"
3419,"[62, 5, 59]"
3420,"[48, 3, 27]"
3421,"[48, 34, 20]"
3422,"[48, 14, 27]"
3423,"[53, 4, 26]"
3424,"[61, 48, 5]"
3425,"[9, 37, 55]"
3426,"[51, 25, 1]"
3427,"[62, 57, 57]"
3428,"[52, 10, 59]"
3429,"[62, 37, 18]"
3430,"[62, 32, 21]"
3431,"[1, 2, 48]"
3432,"[62, 36, 34]"
3433,"[48, 3, 49]"
3434,"[46, 54, 9]"
3435,"[62, 44, 60]"
3436,"[57, 18, 41]"
3437,"[62, 33, 8]"
3438,"[62, 29, 16]"
3439,"[61, 24, 19]"
3440,"[21, 11, 17]"
3441,"[52, 32, 61]"
3442,"[22, 20, 51]"
3443,"[62, 38, 22]"
3444,"[62, 0, 7]"
3445,"[3, 26, 17]"
3446,"[8, 24, 53]"
3447,"[62, 16, 33]"
3448,"[1, 49, 0]"
3449,"[62, 9, 30]"
3450,"[1, 57, 42]"
3451,"[5, 39, 23]"
3452,"[9, 55, 18]"
3453,"[26, 6, 11]"
3454,"[62, 58, 15]"
3455,"[62, 8, 43]"
3456,"[62, 8, 43]"
3457,"[49, 19, 59]"
3458,"[51, 18, 50]"
3459,"[48, 47, 28]"
3460,"[42, 56, 5]"
3461,"[62, 52, 11]"
3462,"[38, 48, 53]"
3463,"[38, 48, 63]"
3464,"[62, 55, 56]"
3465,"[20, 11, 2]"
3466,"[0, 25, 53]"
3467,"[21, 9, 46]"
3468,"[8, 24, 53]"
3469,"[62, 49, 23]"
3470,"[7, 33, 8]"
3471,"[62, 56, 15]"
3472,"[19, 30, 20]"
3473,"[3, 4, 60]"
3474,"[26, 60, 11]"
3475,"[58, 33, 40]"
3476,"[62, 20, 63]"
3477,"[61, 21, 21]"
3478,"[52, 9, 47]"
3479,"[52, 9, 34]"
3480,"[62, 12, 25]"
3481,"[62, 43, 24]"
3482,"[62, 63, 0]"
3483,"[52, 45, 31]"
3484,"[8, 45, 35]"
3485,"[42, 30, 30]"
3486,"[25, 19, 48]"
3487,"[3, 42, 16]"
3488,"[52, 47, 41]"
3489,"[16, 46, 38]"
3490,"[45, 35, 49]"
3491,"[52, 28, 36]"
3492,"[62, 34, 62]"
3493,"[62, 29, 56]"
3494,"[62, 58, 22]"
3495,"[58, 35, 6]"
3496,"[51, 22, 1]"
3497,"[62, 57, 14]"
3498,"[52, 44, 45]"
3499,"[19, 10, 41]"
3500,"[45, 13, 57]"
3501,"[52, 21, 4]"
3502,"[62, 28, 33]"
3503,"[62, 0, 42]"
3504,"[62, 27, 48]"
3505,"[62, 1, 37]"
3506,"[15, 43, 4]"
3507,"[36, 23, 9]"
3508,"[62, 5, 14]"
3509,"[4, 54, 58]"
3510,"[62, 1, 57]"
3511,"[62, 20, 52]"
3512,"[62, 0, 27]"
3513,"[52, 32, 61]"
3514,"[62, 7, 60]"
3515,"[0, 35, 3]"
3516,"[51, 25, 51]"
3517,"[62, 63, 44]"
3518,"[20, 31, 18]"
3519,"[1, 16, 21]"
3520,"[20, 31, 42]"
3521,"[9, 24, 8]"
3522,"[62, 55, 39]"
3523,"[31, 3, 26]"
3524,"[52, 15, 46]"
3525,"[62, 5, 10]"
3526,"[4, 50, 29]"
3527,"[8, 37, 35]"
3528,"[5, 39, 12]"
3529,"[1, 2, 24]"
3530,"[35, 59, 13]"
3531,"[22, 61, 28]"
3532,"[40, 6, 36]"
3533,"[62, 58, 0]"
3534,"[22, 50, 30]"
3535,"[52, 22, 31]"
3536,"[62, 16, 22]"
3537,"[29, 46, 7]"
3538,"[62, 7, 34]"
3539,"[62, 51, 63]"
3540,"[62, 34, 15]"
3541,"[52, 44, 12]"
3542,"[24, 18, 50]"
3543,"[28, 29, 52]"
3544,"[51, 53, 25]"
3545,"[51, 53, 5]"
3546,"[20, 31, 2]"
3547,"[26, 59, 59]"
3548,"[62, 40, 45]"
3549,"[26, 54, 51]"
3550,"[62, 62, 0]"
3551,"[52, 10, 3]"
3552,"[0, 38, 29]"
3553,"[62, 51, 63]"
3554,"[51, 14, 32]"
3555,"[8, 11, 32]"
3556,"[1, 18, 50]"
3557,"[42, 19, 6]"
3558,"[62, 49, 37]"
3559,"[16, 17, 18]"
3560,"[51, 53, 55]"
3561,"[45, 39, 20]"
3562,"[1, 12, 7]"
3563,"[58, 8, 16]"
3564,"[41, 36, 10]"
3565,"[60, 60, 23]"
3566,"[41, 13, 38]"
3567,"[51, 17, 1]"
3568,"[62, 37, 39]"
3569,"[22, 52, 30]"
3570,"[62, 63, 13]"
3571,"[62, 14, 61]"
3572,"[63, 3, 17]"
3573,"[52, 62, 17]"
3574,"[52, 26, 54]"
3575,"[8, 26, 54]"
3576,"[52, 62, 17]"
3577,"[1, 2, 24]"
3578,"[1, 26, 33]"
3579,"[49, 41, 49]"
3580,"[62, 32, 19]"
3581,"[7, 38, 55]"
3582,"[10, 4, 24]"
3583,"[20, 31, 58]"
3584,"[62, 33, 27]"
3585,"[62, 52, 21]"
3586,"[41, 24, 35]"
3587,"[62, 27, 9]"
3588,"[26, 40, 11]"
3589,"[62, 40, 3]"
3590,"[62, 8, 43]"
3591,"[62, 5, 14]"
3592,"[28, 29, 29]"
3593,"[58, 6, 3]"
3594,"[49, 23, 52]"
3595,"[62, 34, 48]"
3596,"[62, 10, 23]"
3597,"[57, 14, 47]"
3598,"[62, 6, 51]"
3599,"[62, 16, 52]"
3600,"[62, 56, 39]"
3601,"[4, 60, 13]"
3602,"[1, 2, 24]"
3603,"[8, 45, 10]"
3604,"[62, 52, 22]"
3605,"[3, 59, 13]"
3606,"[62, 54, 33]"
3607,"[57, 30, 9]"
3608,"[51, 53, 5]"
3609,"[20, 31, 58]"
3610,"[52, 32, 54]"
3611,"[22, 61, 51]"
3612,"[13, 53, 29]"
3613,"[62, 22, 21]"
3614,"[60, 38, 12]"
3615,"[1, 55, 56]"
3616,"[52, 47, 41]"
3617,"[62, 63, 44]"
3618,"[48, 23, 20]"
3619,"[62, 1, 39]"
3620,"[52, 47, 5]"
3621,"[59, 56, 1]"
3622,"[52, 25, 15]"
3623,"[52, 26, 17]"
3624,"[7, 35, 19]"
3625,"[12, 37, 36]"
3626,"[58, 50, 61]"
3627,"[10, 39, 31]"
3628,"[62, 7, 60]"
3629,"[48, 3, 27]"
3630,"[62, 27, 31]"
3631,"[17, 21, 16]"
3632,"[27, 7, 57]"
3633,"[21, 10, 61]"
3634,"[4, 9, 4]"
3635,"[4, 50, 20]"
3636,"[52, 46, 18]"
3637,"[28, 9, 46]"
3638,"[7, 48, 23]"
3639,"[62, 20, 27]"
3640,"[8, 37, 35]"
3641,"[52, 60, 31]"
3642,"[31, 3, 55]"
3643,"[62, 43, 34]"
3644,"[39, 28, 38]"
3645,"[62, 20, 58]"
3646,"[62, 55, 56]"
3647,"[36, 25, 46]"
3648,"[52, 10, 18]"
3649,"[62, 43, 24]"
3650,"[7, 29, 4]"
3651,"[52, 28, 45]"
3652,"[1, 18, 38]"
3653,"[27, 38, 1]"
3654,"[3, 8, 15]"
3655,"[62, 36, 7]"
3656,"[7, 41, 49]"
3657,"[61, 48, 19]"
3658,"[17, 17, 48]"
3659,"[62, 42, 50]"
3660,"[62, 62, 0]"
3661,"[35, 14, 55]"
3662,"[49, 45, 28]"
3663,"[62, 18, 50]"
3664,"[52, 44, 39]"
3665,"[1, 12, 25]"
3666,"[62, 15, 32]"
3667,"[52, 11, 53]"
3668,"[62, 5, 14]"
3669,"[62, 63, 50]"
3670,"[1, 2, 44]"
3671,"[8, 39, 18]"
3672,"[62, 49, 30]"
3673,"[62, 12, 2]"
3674,"[22, 41, 47]"
3675,"[27, 44, 25]"
3676,"[17, 17, 28]"
3677,"[62, 42, 42]"
3678,"[57, 18, 32]"
3679,"[62, 36, 7]"
3680,"[49, 19, 42]"
3681,"[22, 22, 10]"
3682,"[62, 62, 22]"
3683,"[62, 0, 22]"
3684,"[42, 30, 40]"
3685,"[62, 62, 0]"
3686,"[62, 57, 59]"
3687,"[62, 19, 15]"
3688,"[52, 15, 53]"
3689,"[62, 1, 16]"
3690,"[52, 9, 17]"
3691,"[62, 33, 23]"
3692,"[62, 57, 57]"
3693,"[62, 32, 63]"
3694,"[1, 58, 37]"
3695,"[3, 26, 30]"
3696,"[1, 16, 19]"
3697,"[20, 31, 58]"
3698,"[58, 13, 45]"
3699,"[17, 17, 51]"
3700,"[62, 34, 62]"
3701,"[62, 51, 63]"
3702,"[9, 24, 47]"
3703,"[13, 21, 34]"
3704,"[4, 54, 26]"
3705,"[62, 46, 62]"
3706,"[40, 4, 6]"
3707,"[20, 31, 2]"
3708,"[20, 31, 36]"
3709,"[62, 5, 8]"
3710,"[1, 58, 37]"
3711,"[53, 13, 26]"
3712,"[62, 20, 58]"
3713,"[62, 20, 58]"
3714,"[62, 27, 14]"
3715,"[1, 58, 62]"
3716,"[62, 9, 51]"
3717,"[62, 6, 40]"
3718,"[48, 3, 28]"
3719,"[19, 35, 13]"
3720,"[28, 50, 61]"
3721,"[52, 22, 41]"
3722,"[21, 10, 48]"
3723,"[62, 20, 1]"
3724,"[62, 46, 37]"
3725,"[23, 41, 38]"
3726,"[20, 11, 2]"
3727,"[62, 37, 11]"
3728,"[62, 22, 41]"
3729,"[52, 28, 61]"
3730,"[62, 56, 27]"
3731,"[62, 33, 29]"
3732,"[52, 4, 59]"
3733,"[27, 24, 18]"
3734,"[62, 49, 26]"
3735,"[62, 49, 16]"
3736,"[25, 48, 25]"
3737,"[52, 30, 9]"
3738,"[62, 12, 17]"
3739,"[62, 8, 17]"
3740,"[62, 58, 42]"
3741,"[62, 59, 56]"
3742,"[5, 26, 49]"
3743,"[62, 1, 21]"
3744,"[14, 14, 6]"
3745,"[62, 57, 19]"
3746,"[33, 53, 5]"
3747,"[10, 38, 9]"
3748,"[62, 59, 16]"
3749,"[40, 6, 52]"
3750,"[62, 16, 34]"
3751,"[1, 23, 33]"
3752,"[52, 44, 12]"
3753,"[1, 19, 45]"
3754,"[62, 60, 23]"
3755,"[22, 54, 55]"
3756,"[62, 52, 41]"
3757,"[1, 19, 48]"
3758,"[52, 39, 54]"
3759,"[52, 9, 17]"
3760,"[62, 18, 50]"
3761,"[12, 5, 31]"
3762,"[12, 37, 3]"
3763,"[62, 34, 30]"
3764,"[57, 45, 13]"
3765,"[13, 15, 52]"
3766,"[62, 7, 53]"
3767,"[63, 42, 1]"
3768,"[62, 57, 57]"
3769,"[62, 43, 24]"
3770,"[62, 0, 8]"
3771,"[57, 45, 35]"
3772,"[62, 32, 28]"
3773,"[4, 13, 52]"
3774,"[62, 46, 32]"
3775,"[13, 33, 45]"
3776,"[62, 36, 25]"
3777,"[62, 42, 42]"
3778,"[62, 62, 31]"
3779,"[62, 27, 0]"
3780,"[60, 47, 59]"
3781,"[62, 52, 11]"
3782,"[62, 2, 24]"
3783,"[49, 25, 50]"
3784,"[25, 40, 5]"
3785,"[62, 2, 62]"
3786,"[62, 55, 56]"
3787,"[62, 16, 22]"
3788,"[22, 17, 10]"
3789,"[62, 1, 19]"
3790,"[58, 15, 1]"
3791,"[62, 0, 40]"
3792,"[62, 32, 39]"
3793,"[57, 24, 44]"
