uid,pid_sequence
10,"[10, 21, 41, 68, 180, 377, 185, 21, 618, 619, 621, 622, 627, 853, 185, 908, 377, 180, 68, 41, 1218, 68, 853, 622, 21, 1524, 621, 174, 1879, 1864, 853, 853, 21, 377, 185, 10, 2231, 21, 618, 2365, 619, 621, 21, 618, 619, 621, 622, 21, 377, 2231, 618, 2365, 621, 627, 853, 622, 2800, 21, 10, 377, 2231, 618, 619, 621, 2365, 627, 622, 10, 2975, 1524, 2800, 2365, 621, 618, 627, 853, 10, 618, 621, 2365, 10, 853, 622, 853, 2631, 2365, 21, 2631, 185, 377, 853, 21, 377, 2231, 618, 622, 621, 627, 622, 21, 3409, 3359, 41, 1218, 618, 2365, 621, 627, 853, 622, 2631, 2800, 3700, 1524, 618, 257, 21, 622, 618, 621, 627, 185, 377, 180, 1879, 21, 622, 618, 621, 627, 853, 622, 21, 185, 377, 853, 21, 185, 1475, 2231, 1218, 618, 627, 853, 68, 377, 41, 622, 621, 627, 3409, 1921, 618, 622, 621, 627, 853, 622, 1524, 853, 622, 21, 185, 618, 619, 621, 627, 853, 622, 21, 377, 83, 0, 618, 621, 627, 853, 622, 21, 185, 377, 1475, 618, 619, 621, 627, 21, 1475, 1475, 1524, 619, 621, 618, 627, 853, 622, 1524, 21, 2231, 180, 377, 622, 21, 377, 21, 618, 621, 627, 853, 622, 21, 185, 377, 10, 377, 2319, 621, 627, 853, 21, 185, 377, 2231, 621, 627, 622, 21, 1947, 2477, 2365, 618, 621, 627, 21, 185, 377, 2231, 2020, 41, 622, 1218, 618, 621, 627, 853, 21, 185, 377, 1475, 21, 2800, 622, 618, 621, 627, 853, 21, 377, 1475, 21, 622, 618, 621, 627, 853, 622, 2800, 618, 2365, 621, 627, 21, 853, 21, 634, 853, 21, 622, 4545, 853, 21, 377, 21, 622, 618, 621, 627, 21, 10, 1524, 618, 621, 627, 853, 622, 21, 377, 1475, 21, 618, 422, 618, 621, 853, 21, 1475, 2231, 622, 618, 621, 627, 68, 1475, 4589, 41, 21, 853, 618, 621, 627, 853, 180, 180, 21, 2800, 622, 618, 619, 621, 627, 853, 622, 377, 853, 21, 185, 853, 853, 622, 1524, 2800, 21, 21, 853, 619, 622, 621, 627, 1087, 853, 622, 21, 377, 618, 619, 621, 627, 853, 622, 21, 377, 3444, 853, 622, 21, 41, 68, 180, 1218, 619, 618, 621, 853, 10, 622, 2800, 619, 621, 627, 853, 622, 2800, 4709, 21, 1625, 1996, 2365, 4712, 621, 627, 853, 622, 4545, 10, 21, 68, 2231, 185, 619, 618, 627, 853, 622, 4545, 10, 21, 185, 377, 185, 174, 2800, 618, 619, 4712, 621, 627, 622, 4709, 21, 1218, 41, 4733, 2231, 618, 619, 621, 21, 2800, 619, 618, 621, 627, 853, 622, 21, 1475, 1879, 2800, 10, 618, 619, 621, 853, 4712, 622, 2365, 10, 21, 68, 2231, 1879, 41, 3436, 1218, 619, 621, 618, 627, 2800, 853, 622, 21, 853, 622, 21, 4070, 853, 618, 2800, 622, 619, 621, 853, 2231, 21, 618, 619, 621, 627, 853, 622, 1524, 10, 21, 3717, 4733, 68, 185, 618, 21, 619, 621, 4545, 853, 622, 1218, 41, 2231, 621, 627, 853, 622, 853, 622, 2365, 618, 621, 619, 2365, 853, 618, 621, 627, 853, 622, 21, 3549, 1218, 1524, 618, 619, 4712, 621, 853, 622, 853, 853, 21, 21, 10, 1638, 622, 621, 627, 853, 1524, 853, 622, 21, 10, 619, 618, 4712, 621, 627, 622, 10, 4545, 21, 1475, 4712, 619, 853, 622, 1524, 21, 1475, 621, 627, 1475, 21, 621, 627, 1524, 2631, 2800, 618, 627, 853, 1218, 4733, 2231, 853, 10, 621, 627, 853, 853, 622, 504, 41, 489, 1218, 10, 1524, 4709, 618, 4941, 619, 621, 622, 21, 1475, 259, 853, 622, 21, 1325, 41, 1218, 10, 618, 4941, 621, 627, 853, 83, 618, 619, 4941, 621, 622, 4545, 21, 1218, 619, 618, 4712, 621, 627, 4941, 4709, 10, 21, 2631, 1218, 2800, 2365, 619, 4712, 621, 4941, 627, 853, 4709, 622, 21, 1325, 68, 619, 4545, 4709, 10, 68, 4712, 621, 4941, 627, 853, 622, 4545, 21, 10, 1218, 619, 4712, 621, 627, 4941, 622, 21, 10, 4709, 619, 4712, 618, 621, 4941, 627, 622, 2631, 2365, 4545, 1524, 1325, 83, 618, 619, 4712, 621, 4941, 853, 622, 10, 2365, 4712, 619, 618, 621, 21, 621, 4941, 627, 621, 4941, 627, 10, 4709, 622, 619, 618, 621, 4941, 627, 853, 622, 21, 68, 1325, 83, 1218, 618, 4712, 619, 627, 621, 4941, 2800, 10, 4712, 621, 627, 853, 4545, 853, 83, 21, 618, 4712, 4941, 627, 4709, 10, 21, 21, 618, 4712, 619, 621, 4941, 627, 4709, 83, 1325, 618, 4712, 619, 621, 627, 4941, 21, 1218, 618, 4712, 621, 627, 10, 21, 83, 1325, 83, 618, 619, 627, 853, 2800, 4545, 618, 4712, 621, 627, 619, 853, 622, 4545, 2800, 621, 627, 622, 4545, 10, 41, 4712, 4941, 621, 627, 83, 1325, 21, 4712, 619, 622, 1524, 21, 226]"
11,"[11, 26, 20, 1758, 2453, 3533, 488, 1173, 3748, 4242, 3139, 23, 1374, 2230, 4191, 4330, 2676, 1950, 1737, 4700, 3702, 1729, 1656, 3012, 2038, 1488, 1786, 1940, 1520, 269, 2659, 1752, 2525, 3243, 4893, 3079, 1445, 1659]"
12,"[12, 346, 347, 346, 347, 12, 12, 1016, 346, 347, 346, 347, 1992, 347, 1183, 2636, 346, 347, 346, 347, 346, 347, 346, 347, 1768, 1768, 346, 346, 347, 12, 3436, 346, 347, 12, 346, 12, 346, 347, 12, 346, 347, 12, 3700, 12, 12, 1768, 346, 347, 346, 238, 346, 347, 346, 347, 347, 12, 12, 346, 346, 347, 12, 347, 346, 12, 12, 1768, 347, 346, 346, 347, 347, 12, 12, 347, 347, 3882, 12, 12, 1768, 12, 12, 347, 346, 346, 347, 346, 347, 12, 12, 347, 346, 347, 346, 347, 346, 12, 12, 346, 347, 346, 347, 3784, 347, 346, 347, 4442, 346, 347, 347, 346, 12, 12, 346, 346, 347, 346, 12, 12, 346, 347, 346, 347, 12, 346, 347, 346, 347, 12, 346, 347, 12, 346, 347, 3784, 12, 12, 346, 347, 1577, 346, 347, 1507, 1506, 347, 346, 12, 12, 346, 347, 12, 12, 78, 4589, 12, 346, 159, 347, 12, 346, 347, 12, 346, 347, 249, 346, 12, 12, 12, 12, 12, 346, 347, 12, 1768, 346, 347, 78, 346, 347, 346, 347, 12, 12, 346, 347, 12, 12, 346, 12, 1992, 347, 347, 346, 346, 347, 12, 346, 347, 346, 347, 12, 12, 346, 12, 1016, 347, 346, 12, 346, 347, 346, 347, 12, 346, 347, 346, 347, 346, 4801, 347, 12, 12, 346, 347, 12, 347, 346, 346, 347, 12, 12, 347, 12, 1768, 12, 12, 347, 346, 12, 346, 347, 1768, 346, 347, 347, 346, 347, 346, 346, 347, 1016, 346, 347, 12, 12, 346]"
13,"[13, 46, 356, 981, 13, 102, 46, 981, 13, 2392, 2392, 46, 981, 13, 2392, 102, 46, 2392, 13, 981, 13, 2392, 46, 13, 981, 981, 13, 2392, 46, 981, 981, 13, 2392, 46, 981, 3945, 2392, 46, 3945, 981, 2392, 46, 406, 406, 981, 3945, 2392, 69, 46, 13, 981, 981, 3945, 2392, 46, 3945, 981, 1688, 981, 3945, 2392, 46, 3945, 981, 981, 3945, 981, 981, 3945, 2392, 46, 3945, 3945, 981, 981, 3945, 2392, 46, 981, 981, 3945, 2392, 46, 3945, 981, 981, 3945, 2392, 46, 2392, 3945, 981, 981, 3945, 2392, 46, 3945, 981, 981, 3945, 2392, 46, 3945, 981, 981, 3945, 2392, 46, 3945, 981, 981, 3945, 2392, 46, 981, 3945, 2392, 46, 3945, 981, 981, 3945, 2392, 102, 3945, 2392, 3945, 981, 3945, 981, 3945, 981, 981, 3945, 3945, 981, 3945, 981, 3945, 2392, 3945, 981, 981, 3945, 3945, 981, 981, 3945, 3945, 981, 981, 3945, 3945, 981, 981]"
14,"[14, 1035, 14, 14, 14, 14, 14, 455, 14, 14, 14, 14, 14, 14, 14, 3419, 151, 2249, 14, 3671, 14, 84, 14, 14, 1890, 14, 14, 14, 14, 14, 84, 14, 14, 14, 14, 14, 3901, 1566, 1, 14, 14, 1, 3671, 14, 14, 1, 3671, 1558, 14, 3865, 516, 1, 3671, 14, 14, 4098, 14, 14, 516, 3671, 14, 1, 14, 14, 14, 2157, 14, 14, 1, 516, 3671, 1, 516, 14, 84, 14, 1, 2157, 1590, 14, 1, 14, 4098, 1, 516, 14, 1, 1, 1627, 14, 14, 353, 1, 14, 516, 2157, 1590, 1627, 14, 1, 14, 2157, 1627, 1590, 1, 2157, 1890, 1590, 1627, 14, 1566, 14, 516, 2157, 14, 3844, 14, 2157, 1590, 14, 4098, 1, 2157, 1590, 1627, 14, 516, 14, 516, 14, 516, 1, 2157, 14, 14, 84, 516, 1566, 1566, 1, 516, 14, 1566, 1, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 551, 3671, 3671]"
15,"[15, 901, 1449, 1495, 1514, 1518, 1687, 1689, 1495, 1689, 1687, 1687, 1514, 1689, 2658, 15, 1495, 1689, 1495, 561, 1504, 1449, 1514, 1689, 2658, 1449, 1514, 1687, 2658, 1687, 1568, 1687, 1514, 2658, 1449, 1534, 3121, 1514, 1687, 3583, 15, 360, 1495, 3649, 1449, 1687, 1514, 1689, 3153, 1495, 1687, 1518, 1689, 1687, 1687, 3871, 1518, 1689, 1449, 1495, 1687, 1514, 2658, 1518, 1689, 3153, 15, 3583, 3846, 15, 1514, 1687, 1689, 2658, 1518, 15, 1495, 3153, 15, 1495, 3583, 1687, 1514, 1689, 2658, 4088, 15, 3583, 2171, 1687, 15, 3583, 1687, 1514, 707, 3020, 15, 3583, 1495, 1495, 1687, 1514, 1568, 1689, 2658, 3583, 1518, 1449, 707, 15, 3583, 1449, 1495, 1495, 3649, 1687, 1518, 2658, 1514, 1689, 442, 15, 1495, 1449, 1687, 1518, 1687, 1449, 15, 3583, 1495, 1495, 3649, 3271, 15, 3583, 1495, 175, 1687, 1518, 1687, 1518, 15, 3583, 15, 3583, 3583, 1687, 1518, 406, 1495, 1495, 3846, 3846, 5048, 1495, 1495, 15, 1518, 4441, 1495, 15, 15]"
16,"[17, 86, 271, 348, 673, 775, 86, 1136, 348, 1230, 673, 775, 1261, 1527, 1864, 1933, 348, 1136, 775, 1261, 238, 348, 775, 2534, 1230, 775, 1230, 2534, 775, 17, 1136, 3069, 1230, 348, 673, 2534, 673, 775, 1230, 2534, 1136, 775, 17, 86, 86, 1136, 17, 86, 3581, 324, 257, 348, 2534, 3610, 1230, 3610, 775, 3581, 17, 86, 226, 1136, 348, 673, 1230, 673, 775, 3581, 17, 86, 3610, 1230, 348, 1230, 3610, 348, 775, 2534, 673, 775, 17, 3581, 1136, 1213, 348, 1230, 348, 775, 673, 1136, 775, 3581, 17, 3610, 1230, 271, 516, 775, 17, 86, 673, 1230, 2534, 1136, 226, 775, 86, 3581, 348, 3610, 4124, 673, 775, 2534, 673, 348, 1230, 775, 3581, 1230, 3610, 2534, 3581, 348, 3610, 1230, 2534, 2534, 775, 4252, 4124, 3922, 2534, 673, 1230, 3610, 4124, 4285, 2534, 348, 1230, 2534, 775, 17, 86, 226, 2876, 4339, 1230, 221, 271, 17, 226, 4339, 673, 1230, 2534, 271, 775, 17, 86, 3581, 3610, 86, 4339, 673, 1230, 2534, 775, 17, 3581, 1285, 226, 3610, 673, 4124, 673, 2534, 1230, 673, 775, 3581, 1230, 775, 1136, 3581, 673, 2534, 4252, 1230, 271, 1136, 188, 775, 3581, 226, 4339, 673, 4339, 775, 3581, 86, 2534, 2534, 1230, 775, 86, 3581, 226, 324, 4339, 2004, 348, 2534, 673, 1230, 2534, 4124, 1230, 2534, 1136, 17, 775, 3581, 86, 17, 1136, 4339, 1230, 2534, 271, 775, 86, 775, 1136, 257, 1230, 1230, 673, 2534, 775, 17, 86, 1136, 3610, 3922, 3443, 348, 1230, 1992, 348, 1230, 2534, 775, 4252, 226, 1230, 2534, 775, 17, 86, 1506, 1230, 775, 226, 1136, 1230, 2534, 348, 3581, 1230, 1230, 4252, 348, 2534, 1136, 775, 271, 673, 3610, 1230, 348, 4252, 3610, 226, 775, 4252, 2534, 4124, 3219, 2534, 3922, 3610, 775, 1230, 775, 2534, 673, 271, 1136, 1161, 3581, 1261, 17, 86, 2115, 4339, 1230, 271, 1136, 775, 3581, 86, 17, 4339, 1230, 2534, 673, 1136, 226, 292, 775, 1261, 3581, 17, 226, 4339, 3610, 348, 1230, 2534, 673, 1230, 2534, 673, 257, 1136, 775, 3610, 1992, 2534, 1230, 2534, 775, 3610, 1230, 1136, 3581, 348, 4252, 3610, 1230, 3610, 2534, 673, 4339, 1230, 775, 348, 2534, 348, 2534, 4252, 673, 1230, 2534, 673, 226, 1136, 775, 3581, 17, 3581, 2534, 1230, 4252, 348, 3610, 775, 3610, 1230, 4252, 17, 775, 1136, 348, 1230, 1230, 2534, 3610, 4252, 348, 775, 3581, 775, 4252, 1230, 3610, 1230, 4124, 1056, 3922, 4464, 3610, 348, 775, 3581, 775, 17, 2534, 348, 1230, 775, 4252, 348, 1136, 4339, 3610, 1230, 2534, 1136, 226, 83, 1261, 17, 2004, 3610, 1230, 2534, 4222, 1136, 1230, 2534, 673, 1136, 775, 3581, 17, 86, 86, 4339, 1527, 1230, 1230, 2534, 3610, 1136, 775, 1230, 2534, 83, 516, 775, 3581, 1261, 17, 86, 3720, 271, 1230, 2534, 673, 271, 1715, 1136, 226, 3581, 17, 1261, 17, 86, 83, 4339, 3610, 775, 17, 226, 1136, 4339, 3610, 348, 17, 86, 3610, 348, 1230, 2534, 673, 226, 1136, 83, 775, 86, 17, 4339, 4124, 1230, 4124, 2534, 1230, 1230, 775, 1261, 3581, 348, 1230, 673, 2534, 1136, 775, 17, 86, 83, 226, 1230, 1136, 775, 3581, 1261, 86, 3610, 1230, 2534, 673, 1136, 775, 17, 86, 4124, 3922, 1230, 348, 1230, 86, 17, 83, 1230, 1136, 226, 775, 4908, 17, 86, 1230, 1056, 4124, 348, 2534, 348, 4252, 1261, 3581, 775, 17, 775, 775, 17, 1261, 775, 3581, 1136, 1230]"
17,"[18, 344, 624, 624, 18, 624, 61, 624, 61, 1537, 1548, 1716, 1757, 20, 624, 624, 61, 1548, 624, 61, 18, 624, 61, 18, 344, 624, 344, 624, 624, 18, 20, 624, 61, 344, 1716, 1757, 20, 624, 624, 61, 1537, 1548, 20, 624, 61, 1537, 624, 61, 18, 624, 61, 18, 344, 624, 61, 18, 20, 624, 624, 18, 344, 1757, 20, 624, 624, 61, 18, 1716, 1757, 20, 624, 624, 61, 1548, 1716, 1757, 20, 624, 624, 61, 1548, 1716, 1757, 624, 624, 18, 344, 624, 624, 61, 18, 344, 624, 18, 344, 20, 624, 624, 624, 18, 344, 1716, 1757, 20, 624, 61, 1548, 1716, 1757, 20, 624, 624, 18, 624, 624, 61, 344, 20, 624, 624, 61, 18, 344, 1716, 1757, 20, 624, 61, 1716, 1537, 1548, 1757, 624, 624, 61, 18, 624, 61, 18, 344, 624, 624, 61, 18, 344, 18, 344, 1716, 1757, 20, 624, 624, 61, 18, 344, 1716, 1757, 20, 624, 624, 61, 1537, 1716, 1757, 20, 624, 624, 1548, 1716, 1757, 624, 624, 61, 18, 344, 624, 624, 61, 18, 624, 624, 61, 18, 344, 20, 624, 624, 61, 18, 624, 61, 344, 1716, 1757, 20, 624, 624, 61, 1537, 624, 61, 18, 624, 624, 61, 344, 20, 624, 624, 61, 18, 344, 1716, 1757, 624, 1548, 1716, 1757, 20, 624, 624, 61, 1537, 1548, 1716, 1757, 624, 624, 61, 18, 344, 624, 624, 61, 344, 624, 61, 18, 624, 61, 18, 1548, 1716, 1757, 624, 624, 61, 1548, 1757, 344, 624, 624, 624, 18, 344, 20, 624, 61, 18, 344, 1716, 624, 18, 344, 1716, 1757, 20, 624, 61, 1537, 1716, 1757, 20, 624, 624, 61, 1757, 624, 624, 61, 344, 624, 61, 18, 344, 624, 624, 61, 18, 344, 20, 624, 624, 1548, 1716, 1757, 20, 624, 624, 1537, 624, 624, 61, 18, 344, 20, 624, 624, 61, 18, 344, 624, 624, 61, 1548, 1716, 20, 624, 61, 18, 624, 624, 624, 61, 18, 344, 20, 624, 624, 61, 18, 344, 1716, 1757, 624, 61, 344, 1716, 624, 624, 61, 1548, 1716, 1757, 624, 624, 61, 1537, 1548, 1757, 624, 624, 61, 18, 624, 624, 61, 18, 344, 20, 624, 624, 61, 1716, 20, 624, 624, 61, 18, 344, 1757, 20, 624, 1716, 1757, 624, 624, 18, 624, 624, 61, 18, 344, 624, 61, 344, 624, 1716, 1548, 624, 61, 344, 344, 1716, 1757, 624, 624, 61, 1548, 1757, 20, 624, 624, 61, 1537, 1757, 624, 624, 1537, 1548, 1716, 1757, 624, 624, 18, 344, 20, 1757, 624, 18, 1716, 1757, 624, 624, 61, 1537, 1757, 20, 624, 624, 1548, 1716, 344, 624, 624, 61, 18, 344, 61, 1716, 344, 1757, 624, 61, 1537, 1548, 1716, 1757, 20, 624, 61, 1537, 1716, 1757, 624, 624, 61, 344, 20, 624, 624, 1548, 1757, 61, 18, 1716, 1757, 20, 624, 61, 1548, 1716, 20, 61, 18, 624, 18, 344, 20, 624, 624, 18, 344, 1716, 1757, 624, 624, 624, 61, 18, 61, 344, 1757, 61, 18, 624, 61, 624, 624, 61, 18, 624, 61, 18, 344, 624, 624, 18, 344, 20, 624, 624, 61, 61, 61, 1716, 1757, 624, 61, 1537, 1716, 624, 1537, 1716, 1757, 624, 624, 624, 18, 624, 624, 61, 18, 344, 20, 624, 344, 624, 61, 344, 61, 344, 624, 61, 344, 1716, 1548, 1716, 624, 624, 1537, 1548, 624, 18, 344, 624, 61, 344, 1716, 20, 624, 61, 1716, 1757, 20, 624, 1548, 1716, 1757, 20, 624, 624, 18, 624, 61, 344, 624, 20, 624, 61, 344, 1757, 20, 624]"
18,"[19, 19, 19, 1187, 19, 19, 1475, 1498, 1670, 1678, 1941, 1978, 19, 1927, 19, 1187, 19, 1187, 2639, 1187, 19, 1187, 82, 644, 82, 2639, 3569, 3327, 2258, 3700, 3700, 1733, 1187, 19, 1187, 19, 3953, 19, 1187, 19, 1475, 19, 19, 3966, 3966, 1978, 1187, 3327, 3327, 1759, 19, 19, 1187, 19, 3966, 4267, 3254, 3966, 1773, 1187, 19, 19, 1187, 1592, 1187, 4393, 19, 36, 3966, 4150, 1187, 2639, 3966, 1187, 3670, 1978, 19, 3966, 1187, 19, 1592, 19, 1592, 1733, 19, 4516, 19, 1187, 2639, 1872, 19, 1187, 1187, 1978, 1187, 19, 3569, 1187, 2639, 19, 1187, 4657, 19, 19, 19, 19, 19, 1670, 1733, 2639, 4657, 2478, 2477, 1498, 1475, 4516, 4657, 4516, 4657, 4657, 1187, 1187, 1807, 4801, 1659, 1978, 1678, 4516, 4657, 3774, 4516, 4657, 4516, 4657, 4516, 4657, 3569, 2639, 1187, 4516, 4657, 1643, 4657, 4516, 4516, 4657, 1187, 2990, 4516, 1187, 1187, 2639, 1187, 1252, 2437, 1941, 4516, 4657, 4516, 4657, 4516, 4657, 1187, 4516, 4657, 2918, 2935, 1791, 525, 4516, 4657, 4657, 4075, 1018, 1252, 1978, 4516, 4516, 4657, 3966, 4582, 4516, 4657, 3512, 1544, 4657, 3807, 1978, 4516, 4516, 4657, 3966, 4516, 4657, 4657, 4516, 4657, 3966, 4657, 2639, 1941, 1978, 1773, 5040, 1733, 3569, 1325, 5040, 5048, 4516, 4657, 5040, 4516, 4657, 1873, 4657, 4516, 3843, 1187, 5040, 4516, 4657, 3569, 2639, 5040, 4516, 1773, 5079, 102, 1978]"
19,"[20, 580, 20, 1770, 20, 1770, 20, 1770, 502, 580, 20, 20, 20, 1770, 1770, 3533, 20, 2519, 3590, 20, 1770, 1770, 20, 20, 1770, 3906, 1770, 1770, 1770, 1770, 20, 1770, 2304, 20, 20, 1770, 20, 1533, 20, 20, 1770, 1770, 20, 20, 1770, 20, 20, 3012, 1770, 20, 324, 1173, 1770, 20, 1770, 1770, 20, 1770, 20, 1770, 20, 20, 2556, 20, 2556, 20, 2304, 1770, 2556, 1770, 20, 1770, 1770, 1770, 3224, 2570, 20, 20, 20, 3120, 3187, 1770, 20, 2477, 1770, 20, 20, 20, 20, 1716, 1521, 2556, 1770, 20, 20, 20, 4269, 20, 20, 20, 20, 20, 20, 4148, 20, 2750]"
20,"[22, 108, 235, 792, 794, 792, 794, 792, 794, 1310, 792, 794, 794, 2154, 22, 108, 235, 235, 108, 792, 794, 108, 235, 794, 792, 794, 792, 108, 235, 54, 3351, 792, 794, 22, 22, 108, 792, 794, 22, 22, 2154, 108, 235, 792, 794, 1310, 235, 792, 794, 235, 792, 1715, 257, 788, 257, 226, 614, 792, 794, 235, 1310, 794, 792, 2154, 22, 22, 108, 235, 792, 794, 2154, 22, 108, 794, 792, 792, 54, 794, 792, 794, 1310, 792, 794, 792, 794, 4178, 794, 792, 2154, 257, 788, 257, 422, 226, 108, 235, 4178, 108, 235, 794, 4178, 4271, 3603, 3351, 54, 792, 794, 4271, 4178, 794, 2154, 792, 794, 4178, 4271, 108, 235, 4271, 1626, 4178, 4271, 108, 235, 108, 235, 4271, 4178, 3603, 1782, 108, 4178, 4271, 108, 235, 108, 235, 2420, 4178, 4271, 4178, 3351, 54, 108, 235, 108, 4271, 4178, 235, 4178, 4271, 4178, 4271, 4178, 4271, 108, 3351, 108, 3351, 108, 235, 4178, 4271, 4178, 108, 235, 4271, 4178, 54, 4178, 4178, 4271, 4215, 3351, 108, 235, 4178, 1515, 4178, 4271, 4271, 4178, 4178, 4271, 4271, 4271, 4178, 4271, 4271, 4271, 4178, 4271, 2778, 2293, 1993, 788, 4271, 1310, 4271, 4178, 4271]"
21,"[23, 26, 895, 902, 902, 385, 1539, 36, 1905, 1793, 598, 895, 902, 902, 895, 895, 902, 895, 1578, 249, 895, 895, 902, 23, 895, 902, 895, 902, 895, 902, 385, 1528, 1161, 1252, 2531, 895, 902, 902, 895, 902, 895, 902, 895, 902, 1578, 385, 249, 1744, 617, 617, 617, 1322, 151, 895, 902, 895, 902, 249, 4276, 1576, 895, 902, 895, 902, 895, 902, 1528, 1532, 1539, 2493, 895, 902, 895, 902, 895, 902, 23, 895, 902, 1578, 1161, 249, 1576, 3694, 895, 902, 895, 902, 895, 902, 2531, 1252, 4110, 895, 902, 895, 902, 249, 1576, 895, 902, 895, 902, 895, 902, 895, 902, 249, 1576, 2531, 895, 902, 31, 1249, 895, 895, 902, 895, 902, 1578, 1161, 708, 385, 1707, 895, 902, 708, 902, 708, 895, 902, 1578, 895, 902, 708, 902, 1873, 4801, 708, 151, 1528, 2266, 708, 385, 4110, 2277, 708, 2840, 708, 708, 1578, 895, 902, 708, 151, 895, 4110, 708, 1555, 1539, 36, 708, 151, 1322, 708, 895]"
22,"[24, 589, 916, 589, 916, 916, 589, 916, 589, 916, 589, 1016, 1141, 916, 589, 916, 916, 589, 1016, 589, 916, 589, 589, 916, 589, 589, 589, 589, 916, 3192, 916, 589, 589, 1016, 1016, 589, 589, 589, 916, 916, 1016, 589, 589, 589, 916, 1016, 589, 589, 589, 3443, 589, 589, 589, 916, 916, 916, 589, 916, 589, 916, 3192, 3192, 3192, 3192, 836, 589, 3192, 3192, 3192, 836, 836, 916, 916]"
23,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 168, 25, 25, 2215, 25, 25, 25, 25, 25, 25, 2215, 25, 25, 25, 25, 25, 25, 2215, 25, 25, 2215, 168, 25, 25, 2215, 25, 2215, 25, 25, 25, 25, 25, 25, 25, 159, 411, 25, 25, 25, 25, 25, 25, 25, 25, 25, 331, 25, 25, 3654, 25, 25, 25, 25, 25, 25, 25, 25, 2717, 25, 25, 25, 2215, 2215, 25, 25, 25, 25, 25, 25, 1805, 25, 25, 25, 25, 25, 25, 25, 25, 1805, 115, 25, 25, 25, 25, 25, 25, 25, 25, 25, 2215, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 1183]"
24,"[27, 29, 359, 755, 767, 1001, 755, 767, 767, 1522, 1, 767, 2156, 2161, 2166, 2189, 2190, 2156, 2205, 359, 2156, 1001, 2441, 27, 2190, 2189, 2526, 1313, 359, 2441, 27, 2693, 2166, 2793, 2441, 359, 755, 767, 2156, 2793, 2190, 2648, 2997, 1935, 359, 359, 755, 897, 2526, 285, 2793, 755, 3425, 3438, 359, 755, 767, 2190, 2441, 1001, 27, 3516, 2190, 2189, 1682, 1009, 767, 27, 2441, 1935, 2998, 1935, 755, 767, 2156, 2190, 2793, 2166, 2441, 2997, 3081, 359, 3727, 3438, 767, 2156, 3016, 3061, 1313, 1313, 359, 3727, 359, 767, 755, 2526, 2793, 2441, 27, 29, 755, 767, 2793, 2189, 2190, 2190, 2161, 2441, 2648, 29, 2997, 359, 755, 767, 2526, 2793, 2190, 2189, 66, 2648, 2441, 755, 767, 2526, 2166, 2793, 2441, 2648, 3252, 29, 2189, 2190, 2793, 2161, 36, 359, 767, 4130, 359, 755, 767, 583, 1001, 2161, 2189, 920, 2998, 1935, 2189, 2997, 359, 755, 767, 1935, 2997, 2998, 2189, 2793, 2166, 2189, 2648, 2441, 245, 3516, 2190, 1935, 2997, 755, 767, 2526, 2166, 2793, 2441, 2189, 2190, 4067, 3058, 1687, 1607, 1313, 3456, 359, 359, 755, 767, 2156, 2189, 2793, 2190, 2441, 2648, 27, 3516, 2166, 337, 1313, 3879, 359, 767, 2156, 2793, 2441, 2190, 2003, 2441, 2190, 2189, 1935, 2997, 359, 359, 755, 755, 767, 2156, 2166, 1001, 27, 29, 3516, 2793, 1935, 2997, 1935, 359, 359, 3827, 3550, 755, 2156, 2441, 1001, 1313, 3997, 359, 755, 767, 2156, 2190, 2793, 2166, 2161, 2441, 29, 2190, 2189, 3456, 1313, 207, 359, 755, 767, 2526, 2793, 2441, 1001, 29, 755, 767, 2526, 2793, 2190, 2441, 2166, 2793, 2189, 2190, 1935, 2997, 2998, 767, 359, 767, 943, 359, 755, 767, 2526, 2793, 2166, 2189, 1001, 2189, 66, 2190, 2189, 2997, 2998, 1935, 755, 767, 2526, 2189, 2793, 2166, 1001, 2648, 2189, 66, 2190, 2997, 359, 359, 3727, 755, 617, 767, 2269, 767, 359, 27, 2441, 359, 2189, 755, 755, 2441, 1001, 3516, 2693, 2526, 2441, 1313, 2441, 38, 1935, 1935, 3516, 2209, 3252, 2793, 2559, 3425, 3879, 2844, 1801, 61, 1018, 2510, 3896, 3004, 176, 3425, 755]"
25,"[28, 250, 483, 428, 250, 483, 1984, 483, 2152, 1346, 483, 2726, 483, 250, 483, 2152, 61, 2152, 2152, 483, 250, 483, 1984, 250, 2726, 3260, 3284, 2152, 2152, 250, 2726, 2152, 483, 1984, 3590, 483, 1346, 1984, 250, 2152, 3733, 2152, 1173, 250, 2726, 483, 2340, 1984, 3260, 1984, 483, 250, 483, 250, 483, 483, 1346, 1984, 250, 483, 250, 1984, 483, 1346, 250, 1984, 28, 250, 1984, 1984, 483, 483, 483, 1544, 483, 483, 4099, 318, 1346, 483, 483, 483, 483, 318, 250, 483, 1346, 250, 483, 3260]"
